rank,prev_rank,name,league,off,def,spi
228,244,Santa Clara,Portuguese Liga,1.23,1.21,46.02
229,225,Guadalajara,Mexican Primera Division Torneo Clausura,1.32,1.32,45.74
230,229,Lanus,Argentina Primera Division,1.28,1.27,45.68
231,231,FC Khimki,Russian Premier Liga,1.34,1.35,45.53
232,232,Almeria,Spanish Segunda Division,1.23,1.23,45.41
233,237,Omonia Nicosia,UEFA Europa League,1.41,1.43,45.33
234,257,Huddersfield Town,English League Championship,1.25,1.26,45.28
235,239,New England Revolution,Major League Soccer,1.4,1.43,45.11
236,240,Terek Grozny,Russian Premier Liga,1.09,1.1,44.96
237,241,FC Zorya Luhansk,UEFA Europa League,1.27,1.29,44.92
238,242,Talleres de Córdoba,Argentina Primera Division,1.21,1.23,44.82
239,226,Portimonense,Portuguese Liga,1.18,1.21,44.74
240,243,Yokohama F. Marinos,Japanese J League,1.72,1.8,44.62
241,233,Nottingham Forest,English League Championship,1.1,1.13,44.5
242,299,Hatayspor,Turkish Turkcell Super Lig,1.34,1.39,44.48
243,234,Preston North End,English League Championship,1.14,1.18,44.47
244,235,Famalicao,Portuguese Liga,1.17,1.22,44.34
245,245,Ural Sverdlovsk Oblast,Russian Premier Liga,1.16,1.2,44.32
246,236,Pumas Unam,Mexican Primera Division Torneo Clausura,1.27,1.34,44.11
247,246,FC Lugano,Swiss Raiffeisen Super League,1.18,1.24,44.11
248,247,Djurgardens IF,Swedish Allsvenskan,1.3,1.37,44.07
249,250,Aris Salonika,Greek Super League,1.32,1.4,43.8
250,249,Luton Town,English League Championship,1.07,1.12,43.8
251,276,Troyes,French Ligue 2,1.12,1.19,43.67
252,255,Nimes,French Ligue 1,1.32,1.42,43.59
253,310,FC Zurich,Swiss Raiffeisen Super League,1.42,1.53,43.58
254,254,Gil Vicente,Portuguese Liga,1.04,1.11,43.53
255,256,FC Groningen,Dutch Eredivisie,1.21,1.29,43.51
256,248,FC Twente,Dutch Eredivisie,1.38,1.5,43.13
257,268,Vasco da Gama,Brasileiro Série A,1.15,1.25,43.06
258,273,Hannover 96,German 2. Bundesliga,1.27,1.38,43.04
259,261,Kashima Antlers,Japanese J League,1.27,1.39,42.93
260,222,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.48,1.62,42.88
261,263,Argentinos Juniors,Argentina Primera Division,1.0,1.08,42.87
262,264,FC Arsenal Tula,Russian Premier Liga,1.15,1.26,42.79
263,260,Sparta,Dutch Eredivisie,1.38,1.52,42.74
264,265,Rosario Central,Argentina Primera Division,1.15,1.27,42.73
265,266,Estudiantes,Argentina Primera Division,1.0,1.1,42.6
266,253,SC Farense,Portuguese Liga,1.18,1.3,42.56
267,272,Boavista,Portuguese Liga,1.1,1.22,42.38
268,274,Goztepe,Turkish Turkcell Super Lig,1.26,1.41,42.22
269,267,Portland Timbers,Major League Soccer,1.47,1.65,42.13
270,287,Heracles,Dutch Eredivisie,1.27,1.42,42.12
271,270,Moreirense,Portuguese Liga,1.06,1.19,42.1
272,251,Maritimo,Portuguese Liga,1.13,1.26,42.08
273,252,Sivasspor,Turkish Turkcell Super Lig,1.17,1.31,42.06
274,269,Randers FC,Danish SAS-Ligaen,1.23,1.39,42.03
275,271,FC Luzern,Swiss Raiffeisen Super League,1.38,1.56,41.99
276,258,Rayo Vallecano,Spanish Segunda Division,1.1,1.24,41.88
277,343,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.21,1.37,41.84
278,297,SpVgg Greuther Fürth,German 2. Bundesliga,1.24,1.41,41.8
279,277,Arsenal Sarandi,Argentina Primera Division,1.28,1.45,41.78
280,259,Fortuna Düsseldorf,German 2. Bundesliga,1.22,1.39,41.73
281,278,Rosenborg,Norwegian Tippeligaen,1.34,1.53,41.66
282,312,KV Oostende,Belgian Jupiler League,1.31,1.5,41.53
283,280,Atlético San Luis,Mexican Primera Division Torneo Clausura,1.21,1.38,41.45
284,281,Tianjin Teda,Chinese Super League,1.28,1.47,41.44
285,282,Sporting Kansas City,Major League Soccer,1.36,1.57,41.31
286,283,Servette,Swiss Raiffeisen Super League,1.22,1.41,41.29
287,262,Bristol City,English League Championship,1.13,1.3,41.24
288,284,Atlético Tucumán,Argentina Primera Division,1.07,1.24,41.23
289,285,Chicago Fire,Major League Soccer,1.48,1.72,41.16
290,286,Minnesota United FC,Major League Soccer,1.42,1.65,41.11
291,293,Monza,Italy Serie B,1.15,1.34,41.1
292,288,Dundalk,UEFA Europa League,1.48,1.72,41.02
293,306,Heerenveen,Dutch Eredivisie,1.45,1.69,41.02
294,289,San Lorenzo,Argentina Primera Division,1.14,1.33,40.96
295,332,KV Mechelen,Belgian Jupiler League,1.39,1.62,40.92
296,291,FC Ufa,Russian Premier Liga,0.94,1.1,40.81
297,292,Columbus Crew,Major League Soccer,1.28,1.5,40.81
298,304,Coventry City,English League Championship,1.12,1.32,40.7
299,294,Orlando City SC,Major League Soccer,1.32,1.56,40.56
300,295,Inter Miami CF,Major League Soccer,1.28,1.51,40.49
301,325,Sport Recife,Brasileiro Série A,1.04,1.23,40.47
302,296,Patronato,Argentina Primera Division,1.2,1.43,40.35
303,298,Gimnasia La Plata,Argentina Primera Division,0.98,1.17,40.3
304,290,SC Paderborn,German 2. Bundesliga,1.21,1.45,40.19
305,301,IFK Norrkoping,Swedish Allsvenskan,1.53,1.82,40.17
306,275,Amiens,French Ligue 2,1.02,1.22,40.12
307,327,Belenenses,Portuguese Liga,0.89,1.08,39.91
308,305,Colorado Rapids,Major League Soccer,1.37,1.65,39.89
309,307,Slovan Liberec,UEFA Europa League,1.19,1.44,39.87
310,309,Tijuana,Mexican Primera Division Torneo Clausura,1.13,1.38,39.82
311,311,VfL Bochum,German 2. Bundesliga,1.24,1.5,39.77
312,279,Auxerre,French Ligue 2,1.24,1.5,39.69
313,302,Konyaspor,Turkish Turkcell Super Lig,1.26,1.53,39.68
314,314,Toronto FC,Major League Soccer,1.29,1.57,39.67
315,315,Banfield,Argentina Primera Division,0.98,1.2,39.66
316,348,C.D. Nacional,Portuguese Liga,1.09,1.33,39.63
317,393,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.34,1.63,39.63
318,300,Botafogo,Brasileiro Série A,1.17,1.43,39.61
319,335,Goiás,Brasileiro Série A,1.16,1.42,39.57
320,317,Rijeka,UEFA Europa League,1.28,1.56,39.55
321,319,Arizona United,United Soccer League,1.48,1.8,39.5
322,320,FC Dallas,Major League Soccer,1.27,1.55,39.47
323,324,PEC Zwolle,Dutch Eredivisie,1.26,1.54,39.45
324,323,Kashiwa Reysol,Japanese J League,1.26,1.55,39.36
325,303,Leganes,Spanish Segunda Division,0.95,1.17,39.33
326,326,Union Santa Fe,Argentina Primera Division,1.0,1.25,39.16
327,350,Hull City,English League One,1.21,1.5,39.07
328,328,Asteras Tripolis,Greek Super League,1.04,1.3,39.02
329,329,BK Hacken,Swedish Allsvenskan,1.07,1.34,38.97
330,313,Necaxa,Mexican Primera Division Torneo Clausura,1.15,1.43,38.93
331,339,Coritiba,Brasileiro Série A,1.04,1.3,38.9
332,331,Odense BK,Danish SAS-Ligaen,1.19,1.49,38.89
333,333,New York Red Bulls,Major League Soccer,1.3,1.63,38.83
334,334,AaB,Danish SAS-Ligaen,1.14,1.44,38.73
335,336,Shanghai Greenland,Chinese Super League,1.34,1.68,38.68
336,341,Birmingham,English League Championship,1.03,1.31,38.67
337,361,Toluca,Mexican Primera Division Torneo Clausura,1.18,1.49,38.63
338,330,Tondela,Portuguese Liga,1.1,1.39,38.62
339,318,St. Pölten,Austrian T-Mobile Bundesliga,1.35,1.7,38.56
340,337,Henan Jianye,Chinese Super League,1.25,1.57,38.55
341,316,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.14,1.45,38.46
342,358,Fatih Karagümrük,Turkish Turkcell Super Lig,1.21,1.54,38.42
343,364,Holstein Kiel,German 2. Bundesliga,1.2,1.52,38.42
344,340,Atlas,Mexican Primera Division Torneo Clausura,1.08,1.39,38.29
345,354,FC Juárez,Mexican Primera Division Torneo Clausura,1.11,1.42,38.27
346,342,Hebei China Fortune FC,Chinese Super League,1.29,1.65,38.14
347,345,Mamelodi Sundowns,South African ABSA Premier League,0.98,1.26,38.09
348,347,Huracán,Argentina Primera Division,0.95,1.24,37.93
349,349,Hammarby,Swedish Allsvenskan,1.48,1.89,37.89
350,322,St. Truidense,Belgian Jupiler League,1.19,1.54,37.87
351,308,SV Zulte Waregem,Belgian Jupiler League,1.34,1.72,37.84
352,352,Karlsruher SC,German 2. Bundesliga,1.28,1.65,37.81
353,353,Valerenga,Norwegian Tippeligaen,1.18,1.53,37.74
354,355,Wuhan Zall,Chinese Super League,1.17,1.53,37.62
355,344,Wycombe Wanderers,English League Championship,1.19,1.55,37.6
356,356,Cerezo Osaka,Japanese J League,0.97,1.28,37.56
357,357,Nagoya Grampus Eight,Japanese J League,0.9,1.2,37.55
358,360,Atlanta United FC,Major League Soccer,1.11,1.46,37.41
359,359,Querétaro,Mexican Primera Division Torneo Clausura,1.08,1.43,37.37
360,362,Atromitos,Greek Super League,1.0,1.33,37.25
361,351,Sheffield Wednesday,English League Championship,0.97,1.3,37.22
362,371,Girona FC,Spanish Segunda Division,0.8,1.09,37.19
363,363,Central Córdoba Santiago del Estero,Argentina Primera Division,1.0,1.34,37.16
364,386,Fortuna Sittard,Dutch Eredivisie,1.33,1.75,36.93
365,365,Nashville SC,Major League Soccer,0.99,1.33,36.92
366,403,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.33,1.76,36.9
367,384,Empoli,Italy Serie B,1.15,1.55,36.81
368,346,Lausanne Sports,Swiss Raiffeisen Super League,1.07,1.44,36.73
369,369,Dalian Aerbin,Chinese Super League,1.29,1.73,36.66
370,375,Antalyaspor,Turkish Turkcell Super Lig,1.02,1.39,36.64
371,321,OH Leuven,Belgian Jupiler League,1.27,1.7,36.57
372,374,Kaizer Chiefs,South African ABSA Premier League,1.01,1.39,36.44
373,376,Houston Dynamo,Major League Soccer,1.28,1.73,36.3
374,390,FC Sion,Swiss Raiffeisen Super League,1.11,1.51,36.29
375,377,Melbourne City,Australian A-League,1.19,1.62,36.26
376,379,Kasimpasa,Turkish Turkcell Super Lig,1.17,1.59,36.23
377,409,Mouscron-Peruwelz,Belgian Jupiler League,1.01,1.4,36.2
378,378,Grenoble,French Ligue 2,0.95,1.32,36.15
379,380,Sanfrecce Hiroshima,Japanese J League,0.91,1.28,36.03
380,381,Sonderjyske,Danish SAS-Ligaen,1.13,1.56,35.98
381,382,FC Tambov,Russian Premier Liga,0.99,1.38,35.94
382,383,Puebla,Mexican Primera Division Torneo Clausura,0.97,1.36,35.91
383,385,San Jose Earthquakes,Major League Soccer,1.29,1.78,35.71
384,372,Hartberg,Austrian T-Mobile Bundesliga,1.21,1.67,35.65
385,396,Las Palmas,Spanish Segunda Division,0.96,1.37,35.62
386,388,FK Volgograd,Russian Premier Liga,0.93,1.33,35.48
387,391,Caykur Rizespor,Turkish Turkcell Super Lig,1.18,1.65,35.42
388,389,IF Elfsborg,Swedish Allsvenskan,1.2,1.68,35.41
389,367,1. FC Heidenheim 1846,German 2. Bundesliga,1.01,1.44,35.32
390,421,Sydney FC,Australian A-League,1.16,1.64,35.26
391,398,Hibernian,Scottish Premiership,1.03,1.47,35.23
392,366,Sporting Gijón,Spanish Segunda Division,0.78,1.16,34.99
393,373,Real Oviedo,Spanish Segunda Division,0.92,1.35,34.88
394,394,OFI Crete,Greek Super League,1.06,1.52,34.85
395,395,Chongqing Lifan,Chinese Super League,1.08,1.56,34.78
396,338,Eupen,Belgian Jupiler League,1.11,1.6,34.73
397,387,Lecce,Italy Serie B,1.12,1.62,34.64
398,397,Cittadella,Italy Serie B,0.98,1.44,34.57
399,400,Viking FK,Norwegian Tippeligaen,1.35,1.92,34.4
400,423,Lugo,Spanish Segunda Division,0.82,1.24,34.34
401,402,Los Angeles Galaxy,Major League Soccer,1.27,1.83,34.26
402,370,KV Kortrijk,Belgian Jupiler League,1.05,1.55,34.08
403,414,Livingston,Scottish Premiership,1.03,1.53,34.04
404,392,SV Darmstadt 98,German 2. Bundesliga,1.16,1.71,34.0
405,418,Willem II,Dutch Eredivisie,1.28,1.86,33.86
406,404,Gamba Osaka,Japanese J League,1.02,1.53,33.76
407,417,Aberdeen,Scottish Premiership,0.95,1.44,33.73
408,405,Guangzhou RF,Chinese Super League,1.44,2.07,33.73
409,406,Orlando Pirates,South African ABSA Premier League,0.98,1.48,33.73
410,407,FC Tokyo,Japanese J League,0.93,1.41,33.7
411,408,Fuenlabrada,Spanish Segunda Division,0.86,1.32,33.68
412,410,Real Salt Lake,Major League Soccer,1.0,1.51,33.64
413,411,Aldosivi,Argentina Primera Division,0.86,1.33,33.63
414,426,Ankaragucu,Turkish Turkcell Super Lig,1.11,1.67,33.53
415,413,Tianjin Quanujian,Chinese Super League,1.16,1.73,33.51
416,431,Paris FC,French Ligue 2,1.0,1.53,33.37
417,415,AIK,Swedish Allsvenskan,0.87,1.36,33.28
418,433,Valenciennes,French Ligue 2,0.98,1.51,33.2
419,416,Kristiansund BK,Norwegian Tippeligaen,1.27,1.88,33.18
420,420,Sunderland,English League One,0.92,1.44,33.05
421,435,Mazatlán FC,Mexican Primera Division Torneo Clausura,1.0,1.55,33.04
422,427,Jahn Regensburg,German 2. Bundesliga,1.04,1.6,33.01
423,399,1. FC Nürnberg,German 2. Bundesliga,1.04,1.61,32.82
424,401,Tenerife,Spanish Segunda Division,0.82,1.31,32.75
425,412,Chievo Verona,Italy Serie B,0.9,1.43,32.72
426,424,Shenzhen FC,Chinese Super League,1.19,1.81,32.64
427,440,Cercle Brugge,Belgian Jupiler League,1.09,1.69,32.59
428,429,Louisville City FC,United Soccer League,1.08,1.69,32.24
429,442,Mirandes,Spanish Segunda Division,0.82,1.34,32.21
430,368,Portsmouth,English League One,0.96,1.54,32.13
431,432,Mjallby,Swedish Allsvenskan,1.17,1.82,32.08
432,422,Sochaux,French Ligue 2,0.85,1.39,31.93
433,419,Spal,Italy Serie B,0.96,1.57,31.52
434,464,VVV Venlo,Dutch Eredivisie,1.25,1.96,31.52
435,448,SD Ponferradina,Spanish Segunda Division,0.85,1.43,31.39
436,437,Reno 1868 FC,United Soccer League,1.27,2.0,31.38
437,438,Consadole Sapporo,Japanese J League,1.09,1.76,31.31
438,430,Málaga,Spanish Segunda Division,0.77,1.32,31.3
439,439,Kayserispor,Turkish Turkcell Super Lig,0.88,1.49,31.2
440,441,IFK Goteborg,Swedish Allsvenskan,0.93,1.56,30.77
441,428,SV Ried,Austrian T-Mobile Bundesliga,1.07,1.77,30.53
442,434,Guingamp,French Ligue 2,1.0,1.68,30.51
443,460,Doncaster Rovers,English League One,0.95,1.61,30.41
444,461,RKC,Dutch Eredivisie,1.06,1.76,30.39
445,444,Vissel Kobe,Japanese J League,1.17,1.92,30.22
446,445,Tampa Bay Rowdies,United Soccer League,0.96,1.64,30.21
447,447,Montreal Impact,Major League Soccer,1.13,1.88,30.18
448,425,Peterborough United,English League One,0.96,1.65,30.13
449,446,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,1.01,1.72,30.12
450,449,Panetolikos,Greek Super League,0.86,1.51,30.07
451,463,CD Sabadell,Spanish Segunda Division,0.9,1.57,30.05
452,451,Colon Santa Fe,Argentina Primera Division,0.83,1.48,29.95
453,443,Perth Glory,Australian A-League,1.12,1.88,29.9
454,456,SV Sandhausen,German 2. Bundesliga,1.03,1.76,29.88
455,453,Godoy Cruz,Argentina Primera Division,0.94,1.64,29.76
456,455,SuperSport United,South African ABSA Premier League,0.81,1.46,29.64
457,454,FC St. Pauli,German 2. Bundesliga,1.06,1.82,29.58
458,458,Odd BK,Norwegian Tippeligaen,1.18,1.99,29.43
459,450,AC Ajaccio,French Ligue 2,0.81,1.47,29.39
