rank,prev_rank,name,league,off,def,spi
416,436,Mouscron-Peruwelz,Belgian Jupiler League,1.0,1.54,33.09
417,426,Empoli,Italy Serie B,1.02,1.57,33.09
418,459,Sochaux,French Ligue 2,0.94,1.47,33.08
419,440,Cittadella,Italy Serie B,0.99,1.53,33.07
420,385,Mirandes,Spanish Segunda Division,0.84,1.33,33.04
421,407,Lugo,Spanish Segunda Division,0.82,1.31,33.03
422,433,Paris FC,French Ligue 2,0.98,1.52,32.99
423,425,Jahn Regensburg,German 2. Bundesliga,1.07,1.65,32.88
424,422,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.06,1.64,32.86
425,423,Cercle Brugge,Belgian Jupiler League,1.2,1.81,32.86
426,427,Shenzhen FC,Chinese Super League,1.19,1.81,32.64
427,419,Málaga,Spanish Segunda Division,0.81,1.32,32.41
428,420,Chievo Verona,Italy Serie B,0.95,1.51,32.4
429,451,SV Ried,Austrian T-Mobile Bundesliga,1.2,1.85,32.33
430,429,Louisville City FC,United Soccer League,1.08,1.69,32.24
431,432,Mjallby,Swedish Allsvenskan,1.17,1.82,32.08
432,416,Las Palmas,Spanish Segunda Division,0.9,1.47,32.06
433,434,Perth Glory,Australian A-League,1.09,1.72,31.9
434,435,Newcastle Jets,Australian A-League,1.11,1.76,31.86
435,468,Tenerife,Spanish Segunda Division,0.8,1.36,31.51
436,414,Caen,French Ligue 2,0.94,1.54,31.46
437,402,Guingamp,French Ligue 2,0.96,1.57,31.44
438,438,Reno 1868 FC,United Soccer League,1.27,2.0,31.38
439,469,Denizlispor,Turkish Turkcell Super Lig,0.96,1.58,31.31
440,458,Consadole Sapporo,Japanese J League,1.09,1.76,31.31
441,418,Valenciennes,French Ligue 2,0.89,1.48,31.29
442,444,Ankaragucu,Turkish Turkcell Super Lig,1.02,1.67,31.23
443,437,Emmen,Dutch Eredivisie,1.11,1.79,31.16
444,439,Genclerbirligi,Turkish Turkcell Super Lig,0.94,1.58,31.01
445,424,Brescia,Italy Serie B,1.04,1.71,31.01
446,447,IFK Goteborg,Swedish Allsvenskan,0.93,1.56,30.77
447,455,SD Ponferradina,Spanish Segunda Division,0.83,1.44,30.74
448,441,FC Cartagena,Spanish Segunda Division,1.0,1.68,30.63
449,450,Peterborough United,English League One,1.04,1.74,30.32
450,445,Vissel Kobe,Japanese J League,1.17,1.92,30.22
451,452,Tampa Bay Rowdies,United Soccer League,0.96,1.64,30.21
452,448,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,1.02,1.72,30.21
453,453,Montreal Impact,Major League Soccer,1.13,1.88,30.18
454,454,Wellington Phoenix,Australian A-League,1.1,1.83,30.17
455,456,Panetolikos,Greek Super League,0.86,1.51,30.07
456,446,FC St. Pauli,German 2. Bundesliga,1.05,1.78,30.01
457,457,Colon Santa Fe,Argentina Primera Division,0.83,1.48,29.95
458,461,Godoy Cruz,Argentina Primera Division,0.94,1.64,29.76
459,466,SuperSport United,South African ABSA Premier League,0.81,1.46,29.64
460,478,Erzgebirge Aue,German 2. Bundesliga,0.99,1.72,29.56
461,417,Odd BK,Norwegian Tippeligaen,1.18,1.99,29.43
462,471,Vejle,Danish SAS-Ligaen,1.02,1.78,29.39
463,470,Adelaide United,Australian A-League,1.22,2.05,29.37
464,477,AD Alcorcon,Spanish Segunda Division,0.68,1.29,29.35
465,449,Kayserispor,Turkish Turkcell Super Lig,0.88,1.58,29.33
466,462,Charlton Athletic,English League One,1.0,1.75,29.29
467,476,Le Havre,French Ligue 2,0.85,1.54,29.23
468,465,Doncaster Rovers,English League One,0.99,1.74,29.16
469,474,Castellon,Spanish Segunda Division,0.89,1.6,29.08
470,473,Pittsburgh Riverhounds,United Soccer League,0.91,1.64,28.95
471,460,RKC,Dutch Eredivisie,1.06,1.86,28.85
472,472,CD Sabadell,Spanish Segunda Division,0.89,1.62,28.81
473,507,Stabaek,Norwegian Tippeligaen,0.95,1.72,28.65
474,463,SV Sandhausen,German 2. Bundesliga,0.99,1.77,28.6
475,479,Bidvest Wits,South African ABSA Premier League,0.74,1.44,28.42
476,443,VfL Osnabruck,German 2. Bundesliga,0.92,1.69,28.4
477,481,Logrones,Spanish Segunda Division,0.8,1.53,28.33
478,442,Waasland-Beveren,Belgian Jupiler League,1.06,1.9,28.22
479,480,Larissa,Greek Super League,0.7,1.38,28.18
480,464,Urawa Red Diamonds,Japanese J League,0.92,1.71,28.07
481,483,Orebro SK,Swedish Allsvenskan,0.97,1.79,28.06
482,484,Varbergs BoIS FC,Swedish Allsvenskan,0.99,1.82,28.0
483,467,VVV Venlo,Dutch Eredivisie,1.17,2.08,27.87
484,486,San Antonio FC,United Soccer League,1.03,1.88,27.84
485,492,Real Zaragoza,Spanish Segunda Division,0.72,1.43,27.76
486,490,Lamia,Greek Super League,0.55,1.18,27.53
487,499,Livingston,Scottish Premiership,0.9,1.71,27.52
488,489,F.B.C Unione Venezia,Italy Serie B,0.74,1.49,27.47
489,475,Frosinone,Italy Serie B,0.79,1.56,27.35
490,491,DC United,Major League Soccer,1.02,1.91,27.15
491,500,AC Ajaccio,French Ligue 2,0.69,1.43,27.05
492,488,Fleetwood Town,English League One,0.82,1.63,27.02
493,487,AS Nancy Lorraine,French Ligue 2,0.84,1.66,26.99
494,485,FC Vaduz,Swiss Raiffeisen Super League,0.92,1.78,26.92
495,498,Motherwell,Scottish Premiership,0.84,1.66,26.9
496,494,Guizhou Renhe,Chinese Super League,0.94,1.82,26.81
497,495,Western Sydney FC,Australian A-League,1.07,2.0,26.8
498,497,Melbourne Victory,Australian A-League,1.07,2.01,26.6
499,512,Sagan Tosu,Japanese J League,0.76,1.57,26.58
500,493,ADO Den Haag,Dutch Eredivisie,1.05,1.99,26.57
501,501,Western United,Australian A-League,1.02,1.96,26.35
502,509,Shimizu S-Pulse,Japanese J League,1.1,2.07,26.28
503,503,Brisbane Roar,Australian A-League,0.91,1.81,26.16
504,505,Ipswich Town,English League One,0.77,1.61,26.08
505,504,AC Horsens,Danish SAS-Ligaen,0.85,1.73,25.97
506,502,Niort,French Ligue 2,0.87,1.77,25.89
507,506,FC Xanthi,Greek Super League,0.58,1.33,25.81
508,519,Haugesund,Norwegian Tippeligaen,0.98,1.94,25.79
509,537,Chambly Thelle FC,French Ligue 2,0.85,1.74,25.71
510,515,Oita Trinita,Japanese J League,0.69,1.52,25.51
511,508,Pordenone Calcio,Italy Serie B,0.74,1.61,25.34
512,482,Kilmarnock,Scottish Premiership,0.75,1.65,24.92
513,496,Erzurumspor,Turkish Turkcell Super Lig,0.86,1.83,24.66
514,540,Albacete,Spanish Segunda Division,0.61,1.45,24.55
515,516,Salernitana,Italy Serie B,0.77,1.71,24.3
516,514,Black Aces,South African ABSA Premier League,0.81,1.78,24.28
517,542,Dundee Utd,Scottish Premiership,0.72,1.65,24.14
518,510,Dunkerque,French Ligue 2,0.74,1.67,24.13
519,518,Maritzburg Utd,South African ABSA Premier League,0.56,1.39,24.05
520,511,Würzburger Kickers,German 2. Bundesliga,0.83,1.82,24.02
521,526,Cosenza,Italy Serie B,0.71,1.66,23.85
522,521,Oxford United,English League One,0.8,1.79,23.83
523,529,SK Brann,Norwegian Tippeligaen,0.87,1.91,23.79
524,523,Sacramento Republic FC,United Soccer League,0.8,1.8,23.75
525,524,FC Cincinnati,Major League Soccer,0.75,1.72,23.73
526,525,IK Sirius,Swedish Allsvenskan,0.94,2.02,23.7
527,517,Cremonese,Italy Serie B,0.75,1.73,23.67
528,533,Vegalta Sendai,Japanese J League,0.8,1.81,23.52
529,520,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,0.95,2.05,23.46
530,527,Eintracht Braunschweig,German 2. Bundesliga,0.79,1.8,23.41
531,528,Helsingborgs IF,Swedish Allsvenskan,0.83,1.88,23.31
532,530,Vancouver Whitecaps,Major League Soccer,0.84,1.9,23.13
533,513,Pau,French Ligue 2,0.69,1.67,23.01
534,534,New Mexico United,United Soccer League,0.81,1.88,22.97
535,559,Lincoln City,English League One,0.69,1.69,22.88
536,538,Rodez,French Ligue 2,0.69,1.69,22.75
537,531,Blackpool,English League One,0.69,1.69,22.74
538,532,Reggina,Italy Serie B,0.72,1.75,22.63
539,539,Bloem Celtic,South African ABSA Premier League,0.8,1.9,22.37
540,522,Sarpsborg,Norwegian Tippeligaen,0.68,1.72,22.04
541,536,Stromsgodset,Norwegian Tippeligaen,0.96,2.17,22.01
542,541,Lyngby,Danish SAS-Ligaen,0.84,1.99,21.98
543,543,Orange County SC,United Soccer League,0.77,1.88,21.91
544,544,El Paso Locomotive FC,United Soccer League,0.66,1.7,21.89
545,545,Exeter City,English League Two,0.97,2.2,21.84
546,546,Panionios,Greek Super League,0.51,1.45,21.84
547,553,Pisa,Italy Serie B,0.73,1.82,21.79
548,548,Austin Bold FC,United Soccer League,0.94,2.16,21.69
549,563,Gillingham,English League One,0.67,1.74,21.64
550,549,Charleston Battery,United Soccer League,0.74,1.86,21.6
551,535,St Johnstone,Scottish Premiership,0.7,1.78,21.6
552,556,St Mirren,Scottish Premiership,0.61,1.64,21.43
553,547,Vicenza,Italy Serie B,0.74,1.86,21.38
554,551,Volos NFC,Greek Super League,0.65,1.73,21.22
555,552,San Diego Loyal SC,United Soccer League,0.7,1.82,21.09
556,554,Salford City,English League Two,0.65,1.74,20.9
557,550,Chateauroux,French Ligue 2,0.62,1.7,20.8
558,569,US Pescara,Italy Serie B,0.66,1.78,20.66
559,558,Indy Eleven,United Soccer League,0.68,1.84,20.5
560,555,Accrington Stanley,English League One,0.7,1.87,20.41
561,557,Shonan Bellmare,Japanese J League,0.58,1.68,20.11
562,561,Birmingham Legion FC,United Soccer League,0.84,2.15,19.81
563,570,Yokohama FC,Japanese J League,0.68,1.89,19.6
564,568,Reggiana,Italy Serie B,0.67,1.88,19.58
565,562,Sandefjord,Norwegian Tippeligaen,0.6,1.78,19.39
566,560,Milton Keynes Dons,English League One,0.63,1.82,19.37
567,566,Highlands Park FC,South African ABSA Premier League,0.57,1.75,18.95
568,565,Virtus Entella,Italy Serie B,0.64,1.89,18.71
569,571,Miami FC,United Soccer League,0.83,2.25,18.46
570,577,Crewe Alexandra,English League One,0.61,1.86,18.43
571,580,Shrewsbury Town,English League One,0.6,1.86,18.32
572,572,Falkenbergs FF,Swedish Allsvenskan,0.74,2.11,18.32
573,573,Kalmar FF,Swedish Allsvenskan,0.6,1.86,18.23
574,574,Saint Louis FC,United Soccer League,0.64,1.94,18.03
575,575,Östersunds FK,Swedish Allsvenskan,0.65,1.97,17.92
576,578,Hamilton Academical,Scottish Premiership,0.75,2.18,17.69
577,564,IK Start,Norwegian Tippeligaen,0.67,2.04,17.68
578,581,Central Coast Mariners,Australian A-League,0.78,2.26,17.34
579,576,Burton Albion,English League One,0.78,2.26,17.25
580,582,Golden Arrows,South African ABSA Premier League,0.43,1.63,17.14
581,589,Mjondalen,Norwegian Tippeligaen,0.55,1.86,17.02
582,583,Charlotte Independence,United Soccer League,0.66,2.09,16.87
583,567,Cheltenham Town,English League Two,0.56,1.9,16.86
584,594,Oldham Athletic,English League Two,0.86,2.43,16.85
585,584,North Carolina FC,United Soccer League,0.65,2.09,16.69
586,587,Wigan,English League One,0.66,2.12,16.29
587,585,LA Galaxy II,United Soccer League,0.84,2.45,16.26
588,579,Rochdale,English League One,0.69,2.2,16.18
589,593,Swindon Town,English League One,0.71,2.26,15.86
590,586,Ascoli,Italy Serie B,0.58,2.04,15.61
591,590,Bristol Rovers,English League One,0.55,2.0,15.56
592,591,Polokwane City FC,South African ABSA Premier League,0.47,1.84,15.52
593,592,Tulsa Roughnecks,United Soccer League,0.62,2.14,15.51
594,595,Memphis 901 FC,United Soccer League,0.74,2.37,15.25
595,588,AFC Wimbledon,English League One,0.63,2.16,15.24
596,596,Leyton Orient,English League Two,0.58,2.19,14.17
597,604,Crawley Town,English League Two,0.59,2.2,14.16
598,603,Plymouth Argyle,English League One,0.61,2.25,14.13
599,597,Carlisle United,English League Two,0.47,1.98,13.97
600,601,Chippa United,South African ABSA Premier League,0.26,1.54,13.92
601,602,Hartford Athletic,United Soccer League,0.66,2.37,13.84
602,598,Colchester United,English League Two,0.55,2.17,13.75
603,605,AmaZulu,South African ABSA Premier League,0.31,1.68,13.48
604,606,Real Monarchs SLC,United Soccer League,0.56,2.22,13.33
605,607,Las Vegas Lights FC,United Soccer League,0.67,2.44,13.32
606,609,Forest Green Rovers,English League Two,0.4,1.89,13.31
607,608,Port Vale,English League Two,0.6,2.3,13.26
608,599,Ross County,Scottish Premiership,0.48,2.07,13.12
609,610,Baroka FC,South African ABSA Premier League,0.24,1.57,12.84
610,611,Tacoma Defiance,United Soccer League,0.65,2.49,12.51
611,600,Bolton,English League Two,0.53,2.26,12.42
612,620,Tranmere Rovers,English League Two,0.47,2.14,12.41
613,612,Portland Timbers 2,United Soccer League,0.79,2.78,12.37
614,613,Stellenbosch FC,South African ABSA Premier League,0.35,1.89,12.29
615,616,Black Leopards,South African ABSA Premier League,0.39,2.03,11.75
616,614,Newport County,English League Two,0.4,2.06,11.66
617,617,Swope Park Rangers,United Soccer League,0.62,2.56,11.56
618,623,Walsall,English League Two,0.45,2.22,11.34
619,628,Barrow,English League Two,0.51,2.34,11.27
620,619,Colorado Springs Switchbacks FC,United Soccer League,0.47,2.27,11.15
621,615,Cambridge United,English League Two,0.37,2.07,11.06
622,618,Aalesund,Norwegian Tippeligaen,0.59,2.64,10.37
623,624,Oklahoma City Energy FC,United Soccer League,0.42,2.3,10.16
624,622,Mansfield Town,English League Two,0.39,2.22,10.13
625,625,New York Red Bulls II,United Soccer League,0.64,2.79,10.04
626,626,Rio Grande Valley FC Toros,United Soccer League,0.47,2.42,10.01
627,627,Atlanta United 2,United Soccer League,0.57,2.67,9.86
628,629,Bradford City,English League Two,0.31,2.1,9.56
629,630,Morecambe,English League Two,0.38,2.3,9.45
630,621,Northampton Town,English League One,0.37,2.3,9.22
631,631,Scunthorpe,English League Two,0.29,2.26,8.07
632,632,Stevenage,English League Two,0.2,2.15,7.23
633,635,Harrogate Town,English League Two,0.2,2.27,6.53
634,634,Loudoun United FC,United Soccer League,0.34,2.65,6.51
635,633,Grimsby Town,English League Two,0.25,2.41,6.51
636,636,Southend United,English League Two,0.2,2.31,6.31
637,637,Bethlehem Steel FC,United Soccer League,0.41,2.99,5.78
